ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10000526,low,9,107,Manufacturing,Saturday,169.2056859
10000527,low,2,107,Manufacturing,Wednesday,160.2894245
10000528,medium,10,107,Manufacturing,Tuesday,129.2643449
10000529,high,16,108,Commercial,Saturday,109.2236356
10000530,critical,7,106,Commercial,Monday,116.9613883
10000531,low,13,112,Commercial,Thursday,149.6688254
10000532,low,11,104,Research,Friday,129.3698377
10000533,low,10,107,Manufacturing,Sunday,143.0124613
10000534,critical,16,108,Commercial,Thursday,118.2239053
10000535,low,12,110,Development,Thursday,109.1633663
10000536,high,17,106,Commercial,Friday,89.8076978
10000537,low,15,110,Development,Sunday,99.8652262
10000538,low,16,108,Commercial,Tuesday,157.0256222
10000539,medium,10,107,Manufacturing,Sunday,149.738923
10000540,medium,10,107,Manufacturing,Wednesday,103.2165064
10000541,critical,3,105,Administrative,Wednesday,112.854689
10000542,high,14,110,Development,Sunday,82.88394056
10000543,low,15,110,Development,Sunday,98.1156149
10000544,high,15,110,Development,Saturday,69.55767227
10000545,critical,6,108,Commercial,Tuesday,105.9525749
10000546,critical,10,107,Manufacturing,Monday,96.84889604
10000547,critical,1,103,Administrative,Friday,73.56918813
10000548,high,18,111,Manufacturing,Wednesday,89.82338618
10000549,critical,16,108,Commercial,Thursday,72.20533213
10000550,low,12,110,Development,Friday,140.8199162
10000551,high,2,107,Manufacturing,Saturday,125.429193
10000552,medium,3,105,Administrative,Wednesday,154.3571402
10000553,high,7,106,Commercial,Wednesday,101.514271
10000554,critical,5,110,Development,Thursday,54.87919358
10000555,low,10,107,Manufacturing,Monday,111.3122036
10000556,high,14,110,Development,Wednesday,121.7265412
10000557,critical,14,110,Development,Saturday,34.631777
10000558,medium,11,104,Research,Tuesday,98.58868397
10000559,high,9,107,Manufacturing,Saturday,115.5047449
10000560,critical,19,108,Commercial,Monday,73.98534493
10000561,high,9,107,Manufacturing,Friday,95.56791593
10000562,high,16,108,Commercial,Saturday,130.8242449
10000563,high,8,106,Commercial,Saturday,70.24690774
10000564,medium,6,108,Commercial,Saturday,104.3393388
10000565,low,7,106,Commercial,Saturday,188.6068474
10000566,high,4,112,Commercial,Thursday,76.32729072
10000567,medium,11,104,Research,Saturday,96.96671417
10000568,high,3,105,Administrative,Wednesday,117.6349395
10000569,low,12,110,Development,Saturday,121.2111436
10000570,medium,17,106,Commercial,Saturday,167.5854065
10000571,high,17,106,Commercial,Sunday,65.16384928
10000572,high,13,112,Commercial,Wednesday,72.79332772
10000573,medium,14,110,Development,Friday,139.7614851
10000574,high,14,110,Development,Monday,92.32309339
10000575,critical,19,108,Commercial,Sunday,55.0024107
10000576,critical,4,112,Commercial,Sunday,66.49171015
10000577,high,14,110,Development,Thursday,48.75395101
10000578,medium,18,111,Manufacturing,Saturday,128.6129775
10000579,low,10,107,Manufacturing,Friday,161.0574556
10000580,high,1,103,Administrative,Tuesday,128.2595774
10000581,critical,11,104,Research,Monday,119.3526272
10000582,critical,4,112,Commercial,Tuesday,87.82391632
10000583,medium,8,106,Commercial,Sunday,95.82618564
10000584,medium,3,105,Administrative,Tuesday,109.6123775
10000585,low,7,106,Commercial,Wednesday,102.5526918
10000586,medium,12,110,Development,Sunday,101.767471
10000587,critical,7,106,Commercial,Thursday,86.74848777
10000588,critical,12,110,Development,Sunday,32.68952642
10000589,critical,2,107,Manufacturing,Monday,37.33898987
10000590,low,14,110,Development,Wednesday,99.64690677
10000591,high,1,103,Administrative,Wednesday,61.85099103
10000592,low,10,107,Manufacturing,Wednesday,133.1206095
10000593,critical,13,112,Commercial,Wednesday,64.5641135
10000594,high,1,103,Administrative,Wednesday,93.96990016
10000595,low,17,106,Commercial,Thursday,138.4964873
10000596,high,7,106,Commercial,Monday,137.5081654
10000597,high,12,110,Development,Saturday,74.81773817
10000598,low,2,107,Manufacturing,Tuesday,116.4699183
10000599,high,16,108,Commercial,Friday,122.4476111
10000600,low,4,112,Commercial,Tuesday,162.7264559
10000601,low,10,107,Manufacturing,Monday,179.6924845
10000602,low,15,110,Development,Saturday,88.73558685
10000603,low,4,112,Commercial,Monday,168.9155539
10000604,low,2,107,Manufacturing,Sunday,158.8425438
10000605,critical,19,108,Commercial,Wednesday,89.93116598
10000606,low,7,106,Commercial,Wednesday,172.4106227
10000607,critical,18,111,Manufacturing,Friday,119.5162904
10000608,high,11,104,Research,Sunday,61.73457565
10000609,high,10,107,Manufacturing,Monday,109.8407264
10000610,critical,6,108,Commercial,Sunday,96.68159276
10000611,high,2,107,Manufacturing,Monday,100.4523512
10000612,low,4,112,Commercial,Friday,142.5201661
10000613,medium,6,108,Commercial,Wednesday,84.92093557
10000614,low,15,110,Development,Sunday,89.71544878
10000615,low,8,106,Commercial,Saturday,107.1526535
10000616,high,2,107,Manufacturing,Tuesday,131.9755247
10000617,medium,2,107,Manufacturing,Monday,158.5848161
10000618,critical,2,107,Manufacturing,Friday,78.25305852
10000619,high,7,106,Commercial,Tuesday,140.6338784
10000620,high,16,108,Commercial,Wednesday,137.0926636
10000621,high,2,107,Manufacturing,Friday,156.1484778
10000622,low,8,106,Commercial,Friday,172.5253353
10000623,critical,8,106,Commercial,Thursday,77.88739666
10000624,low,2,107,Manufacturing,Saturday,127.1227427
10000625,low,14,110,Development,Thursday,146.9321916
10000626,medium,19,108,Commercial,Monday,123.0669962
10000627,critical,7,106,Commercial,Saturday,128.8915246
10000628,high,7,106,Commercial,Sunday,67.71889737
10000629,high,12,110,Development,Thursday,65.52958694
10000630,critical,9,107,Manufacturing,Friday,117.8637439
10000631,medium,1,103,Administrative,Wednesday,107.0946855
10000632,critical,10,107,Manufacturing,Saturday,47.37583957
10000633,high,7,106,Commercial,Thursday,128.1910789
10000634,critical,10,107,Manufacturing,Sunday,119.482205
10000635,low,3,105,Administrative,Tuesday,96.20640957
10000636,medium,2,107,Manufacturing,Friday,113.155209
10000637,medium,15,110,Development,Monday,111.1227067
10000638,high,6,108,Commercial,Wednesday,74.01866802
10000639,high,4,112,Commercial,Friday,137.7637337
10000640,critical,4,112,Commercial,Saturday,48.91640072
10000641,critical,14,110,Development,Saturday,69.39263012
10000642,high,14,110,Development,Thursday,71.17481028
10000643,critical,8,106,Commercial,Monday,35.63685577
10000644,medium,10,107,Manufacturing,Monday,114.2510848
10000645,critical,3,105,Administrative,Sunday,44.98927638
10000646,medium,15,110,Development,Wednesday,111.7451218
10000647,high,10,107,Manufacturing,Wednesday,121.1663001
10000648,medium,12,110,Development,Monday,69.30389057
10000649,low,18,111,Manufacturing,Sunday,168.49894
10000650,high,10,107,Manufacturing,Thursday,120.5673333
10000651,critical,2,107,Manufacturing,Friday,155.6609121
10000652,high,9,107,Manufacturing,Friday,166.1987886
10000653,critical,1,103,Administrative,Saturday,100.1841492
10000654,critical,9,107,Manufacturing,Wednesday,62.28536067
10000655,high,14,110,Development,Tuesday,108.5119452
10000656,high,14,110,Development,Sunday,36.4230119
10000657,medium,15,110,Development,Saturday,82.59606139
10000658,critical,18,111,Manufacturing,Thursday,102.1699421
10000659,low,12,110,Development,Wednesday,148.7739016
10000660,low,15,110,Development,Monday,86.83548952
10000661,high,15,110,Development,Tuesday,93.68475423
10000662,medium,17,106,Commercial,Sunday,98.65887529
10000663,critical,14,110,Development,Sunday,63.67358831
10000664,high,17,106,Commercial,Tuesday,80.80601289
10000665,critical,3,105,Administrative,Wednesday,120.5700866
10000666,critical,17,106,Commercial,Wednesday,72.1383415
10000667,medium,18,111,Manufacturing,Sunday,101.355373
10000668,high,18,111,Manufacturing,Thursday,57.52665211
10000669,critical,14,110,Development,Wednesday,33.08922832
10000670,medium,11,104,Research,Saturday,170.0906045
10000671,critical,18,111,Manufacturing,Tuesday,33.51624069
10000672,medium,6,108,Commercial,Monday,79.57192525
10000673,medium,11,104,Research,Sunday,142.9458181
10000674,critical,4,112,Commercial,Friday,126.0841247
10000675,high,6,108,Commercial,Saturday,133.6890485
10000676,medium,13,112,Commercial,Wednesday,109.9560182
10000677,critical,14,110,Development,Saturday,68.29254835
10000678,critical,1,103,Administrative,Sunday,109.3508627
10000679,medium,19,108,Commercial,Sunday,102.0289146
10000680,critical,15,110,Development,Tuesday,76.88057178
10000681,medium,1,103,Administrative,Friday,188.8904333
10000682,medium,5,110,Development,Monday,57.7886092
10000683,critical,9,107,Manufacturing,Sunday,35.5072956
10000684,high,9,107,Manufacturing,Friday,142.8460196
10000685,high,6,108,Commercial,Friday,110.2743349
10000686,critical,4,112,Commercial,Wednesday,64.09701708
10000687,high,7,106,Commercial,Friday,144.12686
10000688,critical,16,108,Commercial,Wednesday,105.7190716
10000689,medium,14,110,Development,Saturday,108.1338717
10000690,critical,13,112,Commercial,Friday,136.7135174
10000691,high,12,110,Development,Sunday,93.20884013
10000692,critical,13,112,Commercial,Tuesday,57.88053085
10000693,low,9,107,Manufacturing,Monday,161.9434643
10000694,medium,10,107,Manufacturing,Wednesday,86.83059577
10000695,low,11,104,Research,Tuesday,159.1598949
10000696,low,12,110,Development,Wednesday,163.270333
10000697,medium,15,110,Development,Tuesday,90.1377904
10000698,medium,10,107,Manufacturing,Wednesday,108.2630746
10000699,high,3,105,Administrative,Tuesday,116.3286905
10000700,critical,13,112,Commercial,Monday,41.55321717
10000701,medium,5,110,Development,Sunday,124.5722032
10000702,low,15,110,Development,Sunday,155.9340454
10000703,low,16,108,Commercial,Saturday,133.1271818
10000704,critical,3,105,Administrative,Friday,118.2068477
10000705,medium,14,110,Development,Saturday,95.68084924
10000706,low,1,103,Administrative,Sunday,145.390397
10000707,high,15,110,Development,Friday,130.5762787
10000708,low,5,110,Development,Saturday,148.5185181
10000709,critical,15,110,Development,Friday,108.6636142
10000710,medium,10,107,Manufacturing,Wednesday,128.6408021
10000711,critical,4,112,Commercial,Monday,64.36388517
10000712,critical,10,107,Manufacturing,Tuesday,34.91879818
10000713,low,19,108,Commercial,Friday,202.5402172
10000714,critical,2,107,Manufacturing,Sunday,89.70196734
10000715,medium,4,112,Commercial,Thursday,78.82581167
10000716,low,17,106,Commercial,Sunday,160.1114856
10000717,high,5,110,Development,Tuesday,72.21375961
10000718,medium,2,107,Manufacturing,Tuesday,97.93669701
10000719,medium,19,108,Commercial,Sunday,81.06605278
10000720,low,18,111,Manufacturing,Wednesday,181.6837955
10000721,medium,4,112,Commercial,Tuesday,94.67691333
10000722,critical,13,112,Commercial,Monday,37.98062786
10000723,medium,15,110,Development,Wednesday,65.40550258
10000724,medium,2,107,Manufacturing,Sunday,122.6774125
10000725,medium,4,112,Commercial,Monday,115.1161915
10000726,high,11,104,Research,Thursday,68.07711647
10000727,critical,12,110,Development,Thursday,97.13713203
10000728,critical,10,107,Manufacturing,Sunday,62.82530808
10000729,medium,3,105,Administrative,Sunday,135.1029332
10000730,medium,6,108,Commercial,Sunday,103.6740342
10000731,high,12,110,Development,Sunday,86.97631602
10000732,low,13,112,Commercial,Sunday,117.3133643
10000733,high,9,107,Manufacturing,Tuesday,85.66452254
10000734,low,3,105,Administrative,Tuesday,160.4239077
10000735,low,19,108,Commercial,Wednesday,120.1417861
10000736,high,14,110,Development,Wednesday,78.95993066
10000737,high,5,110,Development,Saturday,86.25089562
10000738,medium,11,104,Research,Friday,176.533455
10000739,medium,4,112,Commercial,Saturday,171.3184362
10000740,medium,2,107,Manufacturing,Monday,147.0195344
10000741,medium,2,107,Manufacturing,Wednesday,157.4207499
10000742,critical,12,110,Development,Monday,87.44190627
10000743,medium,14,110,Development,Wednesday,110.5702812
10000744,high,4,112,Commercial,Saturday,87.18638284
10000745,low,19,108,Commercial,Saturday,159.9442373
10000746,low,8,106,Commercial,Friday,142.4608514
10000747,high,18,111,Manufacturing,Sunday,91.79557134
10000748,high,3,105,Administrative,Thursday,83.35319182
10000749,low,3,105,Administrative,Tuesday,143.4143641
10000750,high,10,107,Manufacturing,Thursday,117.3726108
10000751,medium,16,108,Commercial,Friday,148.1916994
10000752,low,6,108,Commercial,Friday,183.7650917
10000753,critical,8,106,Commercial,Wednesday,38.36734036
10000754,critical,8,106,Commercial,Thursday,65.54583617
10000755,high,4,112,Commercial,Wednesday,99.36133034
10000756,low,3,105,Administrative,Thursday,157.795874
10000757,high,7,106,Commercial,Wednesday,112.2265277
10000758,low,11,104,Research,Saturday,146.4760583
10000759,low,3,105,Administrative,Tuesday,124.8590081
10000760,low,19,108,Commercial,Saturday,167.8926958
10000761,low,3,105,Administrative,Monday,128.9187934
10000762,critical,5,110,Development,Wednesday,62.02859364
10000763,high,2,107,Manufacturing,Saturday,113.5637695
10000764,high,7,106,Commercial,Wednesday,94.78346667
10000765,medium,16,108,Commercial,Monday,90.54131154
10000766,critical,7,106,Commercial,Tuesday,116.5244737
10000767,critical,12,110,Development,Friday,77.48456147
10000768,high,4,112,Commercial,Thursday,112.0503452
10000769,low,19,108,Commercial,Sunday,139.7299113
10000770,critical,16,108,Commercial,Thursday,93.87740516
10000771,critical,13,112,Commercial,Monday,63.11000537
10000772,critical,5,110,Development,Tuesday,28.74547385
10000773,low,1,103,Administrative,Thursday,100.9290127
10000774,high,14,110,Development,Wednesday,117.9049653
10000775,critical,15,110,Development,Thursday,75.12528375
10000776,high,6,108,Commercial,Tuesday,61.07294912
10000777,high,11,104,Research,Sunday,101.8803348
10000778,low,16,108,Commercial,Tuesday,111.8858712
10000779,medium,5,110,Development,Wednesday,98.26097816
10000780,high,10,107,Manufacturing,Wednesday,134.6062319
10000781,medium,11,104,Research,Saturday,134.2124335
10000782,low,7,106,Commercial,Saturday,165.4698733
10000783,critical,6,108,Commercial,Tuesday,73.82666422
10000784,medium,16,108,Commercial,Sunday,135.8792467
10000785,medium,1,103,Administrative,Thursday,90.97931599
10000786,medium,18,111,Manufacturing,Friday,167.2547919
10000787,high,5,110,Development,Tuesday,109.5613744
10000788,high,7,106,Commercial,Thursday,67.77305935
10000789,high,15,110,Development,Thursday,48.06437425
10000790,critical,17,106,Commercial,Monday,53.30923554
10000791,critical,2,107,Manufacturing,Sunday,44.98531879
10000792,medium,5,110,Development,Saturday,69.95810961
10000793,critical,16,108,Commercial,Wednesday,96.12057455
10000794,high,1,103,Administrative,Friday,119.9271155
10000795,medium,12,110,Development,Wednesday,135.0530758
10000796,critical,8,106,Commercial,Sunday,86.7960649
10000797,high,18,111,Manufacturing,Friday,119.6128907
10000798,high,16,108,Commercial,Friday,145.6201622
10000799,medium,9,107,Manufacturing,Sunday,151.75032
10000800,critical,15,110,Development,Tuesday,51.83387909
10000801,low,4,112,Commercial,Sunday,135.486892
10000802,low,19,108,Commercial,Monday,103.0958578
10000803,low,14,110,Development,Sunday,140.508279
10000804,critical,18,111,Manufacturing,Friday,135.1830133
10000805,medium,6,108,Commercial,Wednesday,160.2455633
10000806,medium,10,107,Manufacturing,Thursday,128.4387878
10000807,medium,13,112,Commercial,Friday,194.2122772
10000808,high,16,108,Commercial,Tuesday,127.0533865
10000809,critical,5,110,Development,Tuesday,96.72861414
10000810,high,16,108,Commercial,Saturday,97.79296757
10000811,high,13,112,Commercial,Monday,96.82332753
10000812,low,9,107,Manufacturing,Monday,168.304698
10000813,high,2,107,Manufacturing,Friday,129.8187956
10000814,medium,19,108,Commercial,Sunday,133.0812746
10000815,critical,13,112,Commercial,Saturday,104.6864004
10000816,high,15,110,Development,Sunday,114.6742439
